sid,role,node,dist_km,depth_m,n,bias_m,rmse_m,peak_obs,peak_mod,peak_err,lag_min,range_obs,range_mod
2255,"holdout, 4.67 km from an arm",11564,0.8793483215387925,2.860587,28,1.2344172743777773,1.3153166755816208,2.4126988763157895,4.07730416992,1.6646052936042102,66.0,0.31688353436401373,1.2912017217199994
2295,"holdout, 8.85 km from an arm",11726,0.7004863547753092,1.303027,112,-0.38884764860264687,0.4103129942724209,3.990640566666667,3.6408836339999997,-0.3497569326666672,18.0,1.9686869082350085,2.1692836712399997
2294,"forcing-adjacent, 1.67 km",11719,0.4738371524336285,3.039782,614,-0.007425959183301601,0.16802221040637916,3.8134290000000006,3.9818618055200004,0.16843280551999973,12.0,3.2495236682795703,3.6032131833460004
2291,"forcing-adjacent, 0.87 km",4003,0.2911003986879447,4.000278,204,-0.09239053397101901,0.1775916199709156,3.4239073,3.4244165526,0.0005092525999996766,54.0,2.0267341235675063,2.3914541193799996
2270,"marginal, 3.46 km",14070,0.23793979114733632,2.765636,524,-0.06688782304122894,0.17312252279179147,3.315567833333333,3.37375115142,0.05818331808666688,48.0,2.6692017430107526,3.005235988056
