lon,lat,depth_m,adcirc_id,stwave_id,match_dist_m,have
-73.991758,40.241416,3.984905,3746,,,adcirc_only
-73.98899,40.25296,1.511674,11515,,,adcirc_only
-73.983834,40.254673,9.887579,3747,,,adcirc_only
-73.987424,40.254729,4.983543,3748,,,adcirc_only
-73.97997,40.268076,10.479128,3749,,,adcirc_only
-73.983951,40.268183,3.97547,3750,,,adcirc_only
-73.977336,40.281655,9.69675,3751,,,adcirc_only
-73.981053,40.281722,3.88298,3752,,,adcirc_only
-73.9794,40.28645,5.856351,11516,,,adcirc_only
-73.914,40.2907,22.408901,11329,,,adcirc_only
-73.974504,40.29521,9.285459,3753,,,adcirc_only
-73.977801,40.295214,3.861281,3754,,,adcirc_only
-73.9767,40.3033,0.747714,3565,,,adcirc_only
-73.976667,40.303333,0.835169,7443,,,adcirc_only
-74.0079,40.30778,0.232984,11532,,,adcirc_only
-73.971653,40.308762,10.093283,3755,,,adcirc_only
-73.975147,40.30878,4.015675,3756,,,adcirc_only
-74.04436,40.31778,0.239401,11533,,,adcirc_only
-73.97373,40.31805,5.120634,11517,,,adcirc_only
-73.968877,40.322272,10.693921,3757,,,adcirc_only
-73.973544,40.322442,4.29811,3758,,,adcirc_only
-73.9967,40.325,2.49432,3556,,,adcirc_only
-73.996667,40.325,2.501242,7442,,,adcirc_only
-74.016667,40.326667,0.364883,7441,,,adcirc_only
-74.0167,40.3267,0.370412,3546,,,adcirc_only
-74.01897,40.3275,0.235323,13726,,,adcirc_only
-73.99764,40.32912,2.322311,13727,,,adcirc_only
-74.01006,40.33344,1.123968,11531,,,adcirc_only
-73.960035,40.334215,9.495366,3759,,,adcirc_only
-73.972105,40.336118,3.237818,3760,,,adcirc_only
-74.00196,40.33871,3.199763,11530,,,adcirc_only
-74.01452,40.34006,0.643779,13728,,,adcirc_only
-73.99574,40.34006,2.52537,13730,,,adcirc_only
-73.97103,40.34222,5.822471,11518,,,adcirc_only
-73.954442,40.345715,6.494503,3761,,,adcirc_only
-73.9948,40.34708,2.770861,13731,,,adcirc_only
-73.971398,40.349826,5.112318,3762,,,adcirc_only
-73.9856,40.3519,3.050393,11529,,,adcirc_only
-73.99142,40.35235,0.227659,13729,,,adcirc_only
-74.065,40.355,-0.537178,7440,,,adcirc_only
