lon,lat,depth_m,adcirc_id,stwave_id,match_dist_m,have
-74.00762,40.58252,4.293495,14069,2683,0.0,both
-74.00089,40.5826,4.669589,11941,1647,0.0,both
-73.99249,40.58263,0.292787,11942,1648,0.0,both
-73.947,40.58267,9.782132,11952,1658,0.0,both
-73.95235,40.58282,1.413949,11953,1659,0.0,both
-73.95068,40.58282,1.5,14072,2686,0.0,both
-74.00844,40.58363,6.190094,3552,65,0.0,both
-74.002062,40.584826,3.060591,3990,423,0.5,both
-74.0645,40.5874,3.077434,11733,1443,0.0,both
-73.9965,40.58799,0.26219,11940,1646,0.0,both
-73.99922,40.58955,5.013541,14066,2680,0.0,both
-73.998333,40.59,-1.613921,7660,1164,0.3,both
-73.99873,40.59126,-0.238553,14065,2679,0.0,both
-74.058521,40.59147,4.000278,4003,436,0.1,both
-74.00083,40.59206,6.597827,11939,1645,0.0,both
-74.0237,40.592601,9.504395,4008,441,0.1,both
-74.047825,40.593124,10.519874,4010,443,0.6,both
-74.0558,40.5952,3.080054,11734,1444,0.0,both
-74.007861,40.596412,6.467982,4017,450,0.2,both
-74.0427,40.5966,19.491142,11779,1489,0.0,both
-74.00921,40.59889,5.374063,11938,1644,0.0,both
-74.05296,40.60106,-1.485024,13813,2512,0.0,both
-74.01867,40.6016,5.55015,11937,1643,0.0,both
-74.052692,40.602386,3.57335,4027,460,0.5,both
-74.02907,40.60362,5.91351,11936,1642,0.0,both
-74.05288,40.60432,5.702249,11768,1478,0.0,both
-74.032394,40.60453,5.597147,4035,468,0.3,both
-74.05437,40.605911,-0.852711,4039,472,0.1,both
-74.03302,40.60641,1.927687,13815,2514,0.0,both
-74.055,40.606667,5.244813,7677,1180,0.3,both
-74.055,40.6067,5.607075,3533,46,0.0,both
-74.035,40.6083,1.904588,3539,52,0.0,both
-74.03838,40.61137,4.035139,11935,1641,0.0,both
-74.05955,40.61246,7.186975,11769,1479,0.0,both
-74.0485,40.6136,23.302554,11780,1490,0.0,both
-74.04063,40.61579,0.768467,13816,2515,0.0,both
-74.041152,40.616124,2.033344,4059,492,0.5,both
-74.062574,40.618107,11.182348,4064,497,0.5,both
-74.06529,40.61851,-0.996547,11770,1480,0.0,both
