fa_km2,fa_rain_share,fa_rain_km2,disc_precision,disc_recall,disc_km2,fa_flip_marginal_km2,extent_km2,extent_rain_share
202.4568,0.9368865357943028,189.67905,0.9924250336591323,0.6199321959910702,118.485675,28.2015,904.0122,0.2713179645141957
