fa_km2,fa_rain_share,fa_rain_km2,disc_precision,disc_recall,disc_km2,fa_flip_marginal_km2,extent_km2,extent_rain_share
11.400525,0.7565375278770057,8.624925,0.9910623373684806,0.9140949051730884,7.9551,1.348425,64.614825,0.197028313548787
